txn_id,player_id,txn_ts,txn_type,amount
16340,6499,2025-06-08 13:20:03,entry_fee,20.0
16341,6499,2025-05-24 23:53:03,deposit,91.39
16342,6499,2025-06-17 20:13:03,entry_fee,2.0
16343,6499,2025-02-03 19:21:03,entry_fee,1.0
16344,6502,2025-02-06 05:49:08,deposit,90.31
16345,6502,2024-12-26 00:49:08,entry_fee,10.0
16346,6502,2025-01-06 22:52:08,reward,26.31
16347,6502,2024-12-20 10:58:08,entry_fee,20.0
16348,6503,2025-01-02 05:27:54,deposit,51.97
16349,6504,2025-04-12 10:54:18,entry_fee,2.0
16350,6505,2024-12-10 18:08:53,entry_fee,1.0
16351,6505,2024-12-31 13:05:53,reward,46.14
16352,6505,2025-01-19 05:51:53,entry_fee,5.0
16353,6506,2024-12-13 14:01:02,deposit,37.81
16354,6506,2024-12-15 04:36:02,reward,42.38
16355,6506,2024-12-26 18:43:02,withdrawal,44.37
16356,6506,2025-03-02 05:39:02,entry_fee,1.0
16357,6506,2024-12-10 06:43:02,reward,34.5
16358,6507,2025-02-19 10:12:16,reward,23.8
16359,6508,2025-02-06 14:29:24,entry_fee,2.0
16360,6509,2025-04-22 01:23:04,entry_fee,5.0
16361,6509,2025-01-27 18:39:04,reward,15.91
16362,6509,2025-02-06 16:58:04,deposit,9.85
16363,6510,2025-01-08 13:48:04,deposit,89.41
16364,6510,2025-01-23 16:46:04,reward,5.5
16365,6511,2025-01-07 09:05:32,entry_fee,20.0
16366,6511,2024-12-25 04:08:32,deposit,46.91
16367,6511,2024-12-20 20:46:32,deposit,20.1
16368,6511,2025-02-13 19:59:32,reward,17.77
16369,6511,2024-12-08 03:40:32,reward,19.88
16370,6512,2024-12-23 08:29:27,withdrawal,79.0
16371,6512,2025-01-20 12:30:27,entry_fee,2.0
16372,6513,2025-02-16 19:24:06,deposit,84.89
16373,6513,2024-11-26 17:03:06,deposit,12.33
16374,6513,2025-01-15 19:20:06,deposit,50.44
16375,6514,2025-03-10 05:53:41,withdrawal,47.39
16376,6514,2025-02-10 14:19:41,entry_fee,20.0
16377,6515,2025-01-06 19:26:54,entry_fee,1.0
16378,6515,2024-12-04 00:21:54,reward,32.67
16379,6515,2024-11-26 22:59:54,withdrawal,72.31
16380,6516,2025-03-13 00:44:05,deposit,47.98
16381,6516,2025-04-18 16:38:05,reward,35.92
16382,6516,2025-03-24 19:12:05,deposit,97.24
16383,6517,2025-01-26 12:50:26,withdrawal,52.06
16384,6517,2025-04-14 03:55:26,deposit,80.58
16385,6517,2025-01-01 00:01:26,entry_fee,1.0
16386,6517,2025-04-12 19:43:26,withdrawal,61.84
16387,6517,2024-12-20 21:00:26,withdrawal,37.19
16388,6518,2025-02-14 09:00:40,deposit,67.32
16389,6518,2024-11-30 21:07:40,withdrawal,57.0
16390,6519,2024-12-09 19:04:11,entry_fee,20.0
16391,6519,2024-11-15 16:23:11,deposit,84.9
16392,6519,2025-01-13 11:55:11,withdrawal,74.09
16393,6519,2025-01-04 00:22:11,withdrawal,78.53
16394,6520,2024-12-21 10:14:56,withdrawal,47.4
16395,6520,2025-02-05 13:50:56,deposit,30.71
16396,6522,2024-12-25 22:37:40,entry_fee,5.0
16397,6522,2025-03-11 03:31:40,entry_fee,5.0
16398,6522,2024-12-30 15:22:40,deposit,12.53
16399,6522,2025-02-25 02:37:40,entry_fee,10.0
16400,6523,2025-01-08 05:27:01,withdrawal,10.71
16401,6524,2024-12-31 11:03:31,reward,49.03
16402,6524,2025-01-15 04:26:31,deposit,96.49
16403,6524,2025-03-29 15:44:31,deposit,68.32
16404,6526,2025-01-24 14:45:35,deposit,37.75
16405,6526,2025-03-18 10:32:35,deposit,69.22
16406,6526,2025-01-12 03:04:35,entry_fee,20.0
16407,6526,2025-02-28 01:18:35,entry_fee,2.0
16408,6526,2025-04-14 21:35:35,deposit,58.43
16409,6527,2025-03-20 18:03:48,entry_fee,2.0
16410,6528,2025-02-01 13:47:24,reward,32.6
16411,6528,2025-04-20 09:32:24,deposit,37.1
16412,6528,2025-05-02 16:26:24,withdrawal,14.83
16413,6530,2025-04-18 12:45:05,deposit,44.05
16414,6530,2025-04-02 09:08:05,reward,23.41
16415,6530,2025-03-29 23:11:05,entry_fee,5.0
16416,6530,2025-04-15 07:24:05,reward,13.76
16417,6530,2025-03-25 02:22:05,withdrawal,42.43
16418,6532,2025-02-10 03:31:09,deposit,16.31
16419,6532,2025-03-19 18:57:09,deposit,91.18
16420,6532,2025-01-19 04:09:09,entry_fee,5.0
16421,6532,2025-02-18 03:52:09,deposit,56.64
16422,6534,2025-04-28 00:15:37,withdrawal,37.74
16423,6534,2025-01-31 22:24:37,reward,40.88
16424,6534,2025-01-27 15:27:37,entry_fee,2.0
16425,6534,2025-06-01 22:00:37,entry_fee,20.0
16426,6534,2025-04-30 15:01:37,entry_fee,2.0
16427,6535,2025-01-01 01:46:34,deposit,6.44
16428,6535,2024-12-29 09:08:34,entry_fee,5.0
16429,6535,2025-02-09 01:55:34,entry_fee,10.0
16430,6535,2025-02-01 19:12:34,entry_fee,2.0
16431,6535,2025-04-25 16:26:34,entry_fee,10.0
16432,6536,2025-03-23 14:38:40,withdrawal,47.48
16433,6536,2025-03-01 20:19:40,reward,30.18
16434,6537,2024-11-19 18:15:14,entry_fee,20.0
16435,6537,2025-04-14 05:35:14,reward,15.16
16436,6537,2025-03-02 11:28:14,deposit,21.15
16437,6538,2025-02-10 01:52:10,reward,35.96
16438,6538,2025-04-07 19:36:10,deposit,82.01
16439,6538,2025-01-21 14:16:10,entry_fee,2.0
16440,6539,2025-01-14 21:47:08,deposit,79.78
16441,6539,2025-04-17 01:28:08,reward,16.19
16442,6539,2025-05-15 00:48:08,reward,10.56
16443,6539,2025-04-09 00:19:08,deposit,83.57
16444,6540,2025-03-29 00:27:45,deposit,33.75
16445,6541,2025-01-14 18:48:04,entry_fee,1.0
16446,6541,2025-01-24 03:35:04,deposit,67.74
16447,6541,2025-02-03 08:03:04,entry_fee,20.0
16448,6541,2025-05-03 22:55:04,entry_fee,1.0
16449,6542,2025-03-19 02:26:44,entry_fee,5.0
16450,6543,2025-04-23 16:46:37,deposit,98.49
16451,6544,2025-02-01 02:41:02,deposit,67.24
16452,6544,2025-04-11 04:45:02,entry_fee,2.0
16453,6544,2025-04-12 06:43:02,deposit,92.84
16454,6544,2025-04-07 15:27:02,entry_fee,1.0
16455,6544,2025-03-23 07:50:02,deposit,76.09
16456,6545,2024-12-20 21:35:05,deposit,33.85
16457,6545,2025-03-02 07:35:05,entry_fee,10.0
16458,6545,2024-12-12 12:42:05,deposit,93.45
16459,6546,2025-04-30 22:33:43,deposit,64.64
16460,6546,2025-01-20 07:31:43,deposit,62.56
16461,6546,2025-01-24 04:29:43,deposit,8.19
16462,6547,2025-04-26 17:39:26,entry_fee,10.0
16463,6547,2025-01-19 00:23:26,deposit,17.87
16464,6547,2025-03-06 05:19:26,deposit,66.86
16465,6547,2025-04-07 08:07:26,entry_fee,1.0
16466,6548,2025-05-10 06:46:18,entry_fee,2.0
16467,6548,2025-05-09 00:41:18,entry_fee,10.0
16468,6548,2025-04-10 10:46:18,entry_fee,1.0
16469,6548,2025-04-01 06:56:18,deposit,67.32
16470,6549,2024-11-30 22:58:34,deposit,31.48
16471,6550,2025-01-25 02:51:17,deposit,24.49
16472,6551,2025-06-15 04:00:35,entry_fee,20.0
16473,6552,2025-02-02 19:15:57,deposit,69.46
16474,6552,2025-03-18 17:55:57,entry_fee,2.0
16475,6552,2025-01-19 20:51:57,deposit,80.78
16476,6552,2024-11-14 03:02:57,deposit,51.51
16477,6553,2025-01-11 20:57:38,deposit,89.01
16478,6553,2025-05-19 20:42:38,withdrawal,47.67
16479,6553,2025-01-29 08:21:38,deposit,59.14
16480,6554,2025-05-17 22:38:27,withdrawal,47.98
16481,6554,2025-03-31 01:17:27,entry_fee,20.0
16482,6554,2025-01-23 06:39:27,reward,12.79
16483,6554,2025-01-25 12:58:27,entry_fee,2.0
16484,6555,2025-04-18 19:41:32,deposit,27.13
16485,6555,2025-03-07 17:43:32,entry_fee,2.0
16486,6555,2025-02-10 10:14:32,withdrawal,52.06
16487,6556,2025-04-02 07:30:15,withdrawal,8.59
16488,6556,2025-02-15 13:25:15,entry_fee,10.0
16489,6557,2025-03-17 23:28:01,entry_fee,5.0
16490,6558,2024-12-26 04:45:13,deposit,82.56
16491,6558,2024-12-17 09:31:13,entry_fee,20.0
16492,6558,2025-01-19 20:50:13,deposit,84.57
16493,6558,2025-04-11 12:03:13,deposit,85.62
16494,6560,2025-03-13 01:27:52,entry_fee,2.0
16495,6561,2025-04-04 18:21:16,reward,34.08
16496,6561,2025-01-24 05:20:16,entry_fee,20.0
16497,6563,2025-05-28 18:05:50,deposit,21.2
16498,6563,2025-03-20 19:39:50,deposit,74.66
16499,6563,2025-05-27 18:16:50,deposit,67.26
16500,6563,2025-02-28 20:21:50,entry_fee,20.0
16501,6566,2025-03-19 15:04:34,deposit,75.9
16502,6566,2025-05-14 03:15:34,deposit,84.73
16503,6566,2025-05-11 11:24:34,reward,7.72
16504,6566,2025-04-02 08:03:34,entry_fee,2.0
16505,6566,2025-05-11 11:38:34,deposit,77.12
16506,6567,2025-02-08 14:38:19,withdrawal,66.12
16507,6567,2024-12-08 19:13:19,entry_fee,20.0
16508,6568,2025-02-27 07:43:02,entry_fee,20.0
16509,6568,2024-12-19 14:33:02,deposit,8.65
16510,6568,2025-04-29 08:20:02,deposit,60.22
16511,6568,2025-03-20 05:59:02,deposit,27.25
16512,6570,2024-11-14 21:42:08,entry_fee,1.0
16513,6570,2025-02-14 15:04:08,deposit,57.52
16514,6573,2025-01-31 17:22:07,deposit,52.62
16515,6573,2025-05-09 16:44:07,deposit,24.3
16516,6573,2025-03-10 20:21:07,deposit,60.52
16517,6574,2025-03-25 23:45:41,entry_fee,10.0
16518,6574,2024-12-24 19:28:41,entry_fee,20.0
16519,6575,2025-03-05 18:30:59,entry_fee,5.0
16520,6575,2025-05-18 01:59:59,deposit,99.23
16521,6575,2025-01-01 01:47:59,deposit,10.88
16522,6576,2025-04-20 18:17:58,entry_fee,5.0
16523,6576,2025-02-28 02:52:58,entry_fee,5.0
16524,6577,2025-02-21 07:17:09,reward,13.69
16525,6578,2025-05-04 03:54:38,entry_fee,10.0
16526,6578,2025-04-14 07:20:38,entry_fee,1.0
16527,6578,2025-01-14 11:14:38,withdrawal,60.7
16528,6579,2025-02-21 18:07:39,deposit,79.92
16529,6580,2024-12-31 20:19:46,deposit,80.73
16530,6580,2025-03-27 05:31:46,entry_fee,5.0
16531,6580,2025-05-11 21:33:46,deposit,74.43
16532,6581,2025-03-06 13:15:57,deposit,35.27
16533,6582,2024-12-27 22:17:07,reward,23.73
16534,6582,2024-12-30 23:18:07,withdrawal,85.59
16535,6582,2025-03-04 19:15:07,deposit,42.56
16536,6582,2025-02-10 09:57:07,deposit,25.01
16537,6582,2024-12-26 08:52:07,deposit,73.41
16538,6583,2025-03-01 17:54:14,deposit,75.99
16539,6584,2025-04-06 19:23:32,deposit,96.35
16540,6584,2025-04-28 09:51:32,deposit,36.81
16541,6585,2025-01-19 18:25:03,deposit,24.18
16542,6585,2024-12-11 03:28:03,deposit,47.99
16543,6585,2025-04-14 08:30:03,withdrawal,17.33
16544,6585,2025-01-15 10:29:03,entry_fee,20.0
16545,6587,2025-04-08 15:51:29,withdrawal,96.23
16546,6587,2025-01-31 14:55:29,entry_fee,10.0
16547,6587,2025-06-01 21:15:29,entry_fee,1.0
16548,6587,2025-04-20 23:54:29,deposit,66.35
16549,6587,2025-04-05 22:17:29,withdrawal,50.89
16550,6588,2025-03-29 07:33:12,entry_fee,20.0
16551,6588,2025-05-01 06:08:12,entry_fee,20.0
16552,6588,2025-01-06 07:14:12,reward,12.22
16553,6588,2025-02-22 15:35:12,deposit,44.96
16554,6589,2025-03-02 09:07:49,deposit,72.07
16555,6589,2025-02-26 04:27:49,deposit,98.36
16556,6589,2025-03-15 17:01:49,entry_fee,20.0
16557,6589,2025-02-22 05:45:49,withdrawal,41.5
16558,6590,2025-04-01 21:51:19,withdrawal,32.86
16559,6590,2025-04-18 10:09:19,reward,34.06
16560,6590,2025-01-06 16:27:19,deposit,65.54
16561,6590,2025-03-31 14:24:19,entry_fee,1.0
16562,6590,2024-12-23 12:46:19,deposit,71.05
16563,6592,2024-12-30 13:31:49,deposit,78.96
16564,6592,2025-03-09 09:48:49,withdrawal,20.83
16565,6592,2025-01-28 02:54:49,deposit,41.94
16566,6593,2025-01-17 05:25:58,deposit,81.15
16567,6593,2025-02-20 22:52:58,entry_fee,10.0
16568,6593,2024-12-01 03:53:58,withdrawal,58.31
16569,6593,2025-04-06 22:52:58,withdrawal,87.66
16570,6594,2025-03-26 23:36:24,entry_fee,1.0
16571,6594,2025-02-28 19:52:24,entry_fee,5.0
16572,6594,2025-05-31 16:00:24,deposit,30.06
16573,6594,2025-06-13 06:22:24,deposit,74.94
16574,6595,2025-03-25 02:12:11,entry_fee,1.0
16575,6595,2025-04-10 11:00:11,deposit,37.89
16576,6595,2025-04-06 14:25:11,deposit,17.92
16577,6595,2025-03-31 06:20:11,withdrawal,21.11
16578,6596,2025-04-06 17:53:33,entry_fee,2.0
16579,6596,2025-01-21 21:59:33,deposit,5.45
16580,6596,2025-01-25 22:57:33,deposit,76.52
16581,6596,2024-12-15 16:59:33,deposit,97.51
16582,6598,2025-02-24 01:04:15,entry_fee,1.0
16583,6598,2025-04-08 17:25:15,deposit,25.8
16584,6598,2024-11-25 12:43:15,entry_fee,2.0
16585,6600,2025-04-21 03:14:32,deposit,10.74
16586,6600,2025-04-23 20:52:32,deposit,93.0
16587,6602,2025-02-21 00:11:05,reward,3.82
16588,6602,2025-01-20 18:39:05,withdrawal,74.94
16589,6602,2025-01-31 09:12:05,deposit,19.94
16590,6602,2025-02-18 05:10:05,deposit,26.42
16591,6602,2025-03-09 20:25:05,deposit,33.62
16592,6603,2024-12-09 03:40:02,reward,36.76
16593,6603,2024-12-08 01:12:02,deposit,29.79
16594,6603,2025-03-11 09:48:02,entry_fee,2.0
16595,6603,2024-12-18 20:42:02,entry_fee,5.0
16596,6604,2024-12-02 10:29:32,entry_fee,2.0
16597,6605,2025-01-30 05:17:26,deposit,90.41
16598,6605,2025-03-06 05:25:26,deposit,8.17
16599,6605,2025-04-13 03:53:26,deposit,18.11
16600,6605,2025-03-11 12:49:26,deposit,84.75
16601,6606,2025-01-27 22:35:28,entry_fee,20.0
16602,6606,2025-02-19 09:06:28,deposit,16.21
16603,6606,2024-11-15 05:07:28,deposit,17.37
16604,6607,2024-12-06 00:16:27,entry_fee,5.0
16605,6607,2024-12-30 13:34:27,reward,7.91
16606,6608,2024-12-10 12:32:43,deposit,22.74
16607,6608,2024-11-06 08:24:43,withdrawal,62.05
16608,6608,2025-01-29 18:33:43,deposit,79.82
16609,6609,2025-04-01 14:35:56,entry_fee,20.0
16610,6609,2025-02-13 08:50:56,withdrawal,62.77
16611,6609,2025-02-25 16:02:56,entry_fee,2.0
16612,6609,2025-04-13 05:43:56,deposit,26.79
16613,6609,2025-01-02 13:57:56,reward,28.03
16614,6611,2025-01-30 01:32:00,reward,10.25
16615,6611,2025-02-16 22:59:00,entry_fee,20.0
16616,6611,2024-12-06 20:15:00,reward,4.02
16617,6611,2025-03-15 22:45:00,entry_fee,2.0
16618,6611,2025-03-26 16:04:00,entry_fee,1.0
16619,6612,2025-03-05 16:40:48,deposit,99.53
16620,6612,2025-01-29 07:14:48,reward,42.62
16621,6612,2024-11-13 22:20:48,entry_fee,10.0
16622,6612,2024-11-13 02:08:48,entry_fee,1.0
16623,6613,2025-04-03 08:47:57,entry_fee,20.0
16624,6613,2025-01-10 15:16:57,entry_fee,5.0
16625,6613,2025-02-07 23:42:57,deposit,83.45
16626,6613,2025-03-27 17:51:57,entry_fee,1.0
16627,6614,2025-02-11 09:33:12,reward,13.64
16628,6614,2025-02-14 09:13:12,deposit,70.86
16629,6614,2025-04-15 03:37:12,reward,7.33
16630,6614,2025-02-20 18:43:12,entry_fee,20.0
16631,6614,2025-05-16 11:44:12,withdrawal,57.56
16632,6615,2025-03-14 13:48:20,deposit,73.96
16633,6615,2025-05-14 06:14:20,entry_fee,20.0
16634,6615,2025-05-20 19:24:20,deposit,61.24
16635,6615,2025-05-06 19:24:20,reward,24.39
16636,6615,2025-06-02 06:52:20,entry_fee,20.0
16637,6616,2025-01-26 00:13:13,entry_fee,5.0
16638,6618,2025-03-10 19:03:55,entry_fee,20.0
16639,6618,2025-02-14 01:07:55,deposit,23.04
16640,6619,2025-02-27 10:00:01,withdrawal,36.76
16641,6619,2025-06-05 19:19:01,entry_fee,5.0
16642,6619,2025-03-13 14:20:01,entry_fee,5.0
16643,6619,2025-04-27 20:31:01,entry_fee,5.0
16644,6620,2025-01-16 13:01:21,entry_fee,2.0
16645,6620,2025-04-27 15:28:21,entry_fee,5.0
16646,6620,2025-03-12 06:33:21,withdrawal,56.42
16647,6620,2025-04-28 23:26:21,deposit,93.72
16648,6622,2025-02-27 14:20:50,entry_fee,10.0
16649,6623,2025-03-23 07:25:53,deposit,61.24
16650,6624,2025-02-18 06:04:57,deposit,40.77
16651,6624,2025-03-24 11:27:57,deposit,30.79
16652,6625,2025-04-15 18:31:25,reward,7.51
16653,6625,2025-02-27 04:06:25,entry_fee,10.0
16654,6626,2025-04-07 23:25:49,deposit,58.57
16655,6627,2025-03-28 09:14:47,entry_fee,10.0
16656,6627,2025-03-23 17:14:47,deposit,52.98
16657,6628,2024-12-04 16:46:02,reward,21.16
16658,6629,2025-03-31 14:04:40,entry_fee,5.0
16659,6629,2025-03-13 14:06:40,deposit,24.14
16660,6629,2024-12-25 16:39:40,deposit,32.2
16661,6629,2025-02-12 00:59:40,deposit,55.86
16662,6629,2025-04-06 12:50:40,withdrawal,73.49
16663,6630,2025-01-04 18:47:28,entry_fee,20.0
16664,6630,2025-03-14 01:25:28,deposit,31.24
16665,6630,2024-12-26 08:27:28,deposit,60.42
16666,6630,2024-12-05 03:11:28,deposit,62.25
16667,6631,2025-04-03 00:07:24,deposit,35.18
16668,6631,2025-05-15 02:42:24,reward,26.46
16669,6631,2025-06-06 02:44:24,withdrawal,39.22
16670,6631,2025-05-09 10:10:24,entry_fee,20.0
16671,6632,2025-03-27 02:57:40,deposit,34.56
16672,6632,2024-12-30 20:54:40,deposit,34.74
16673,6632,2024-12-21 04:50:40,entry_fee,5.0
16674,6632,2025-03-07 19:15:40,reward,10.67
16675,6632,2025-01-28 09:00:40,entry_fee,1.0
16676,6633,2025-01-27 17:13:11,reward,17.48
16677,6633,2025-02-27 23:00:11,deposit,8.68
16678,6633,2025-01-02 17:02:11,entry_fee,1.0
16679,6633,2024-12-17 18:00:11,deposit,80.79
16680,6634,2024-12-11 08:33:30,entry_fee,1.0
16681,6634,2025-02-04 02:51:30,entry_fee,20.0
16682,6634,2025-03-11 19:35:30,withdrawal,24.69
16683,6635,2025-06-14 14:32:28,withdrawal,25.68
16684,6635,2025-02-15 23:12:28,deposit,10.63
16685,6635,2025-02-07 21:22:28,entry_fee,20.0
16686,6635,2025-04-18 11:52:28,entry_fee,2.0
16687,6636,2025-04-12 05:42:01,withdrawal,34.26
16688,6636,2025-04-04 11:57:01,deposit,6.55
16689,6636,2024-12-26 05:35:01,reward,7.06
16690,6636,2024-12-28 11:14:01,entry_fee,2.0
16691,6636,2025-01-19 01:23:01,withdrawal,64.98
16692,6637,2025-02-19 06:34:24,reward,26.44
16693,6637,2025-03-12 20:35:24,entry_fee,20.0
16694,6637,2025-02-10 07:39:24,entry_fee,5.0
16695,6637,2025-03-30 13:11:24,deposit,78.18
16696,6638,2025-03-19 10:30:30,entry_fee,2.0
16697,6638,2025-02-05 00:29:30,entry_fee,2.0
16698,6638,2025-06-02 05:49:30,entry_fee,1.0
16699,6638,2025-01-12 11:27:30,entry_fee,2.0
16700,6638,2025-05-06 03:10:30,entry_fee,1.0
16701,6639,2025-03-08 00:22:12,withdrawal,48.26
16702,6639,2025-01-18 06:13:12,deposit,99.43
16703,6641,2025-04-19 05:46:48,deposit,66.94
16704,6641,2025-03-18 18:35:48,reward,48.3
16705,6641,2025-02-03 19:13:48,entry_fee,5.0
16706,6642,2025-03-29 17:06:25,deposit,66.2
16707,6642,2025-04-27 07:29:25,deposit,80.07
16708,6643,2025-03-14 06:29:24,reward,38.1
16709,6643,2025-03-30 23:09:24,deposit,94.8
16710,6643,2024-12-04 02:05:24,withdrawal,37.51
16711,6643,2025-03-26 20:17:24,deposit,87.85
16712,6644,2025-02-23 23:57:23,reward,26.49
16713,6645,2025-02-10 03:55:38,deposit,86.36
16714,6645,2025-02-24 07:07:38,withdrawal,12.12
16715,6645,2025-05-26 14:57:38,entry_fee,5.0
16716,6645,2025-03-14 16:44:38,withdrawal,50.55
16717,6645,2025-06-16 08:45:38,entry_fee,2.0
16718,6646,2025-03-04 09:46:02,reward,39.54
16719,6646,2025-02-28 00:40:02,deposit,91.5
16720,6647,2025-04-02 00:26:13,deposit,23.11
16721,6647,2024-11-20 12:55:13,deposit,95.2
16722,6647,2025-01-13 18:03:13,entry_fee,2.0
16723,6647,2024-11-17 14:09:13,deposit,45.22
16724,6649,2025-06-11 19:34:55,deposit,57.61
16725,6650,2025-03-23 12:02:15,deposit,73.8
16726,6650,2024-12-31 14:51:15,deposit,67.85
16727,6650,2025-01-16 07:22:15,deposit,48.07
16728,6650,2025-03-29 19:43:15,entry_fee,1.0
16729,6650,2025-01-23 00:23:15,deposit,67.61
16730,6651,2025-04-23 10:25:39,entry_fee,1.0
16731,6651,2025-05-13 19:52:39,deposit,94.88
16732,6651,2025-01-15 15:08:39,deposit,67.14
16733,6653,2024-12-22 09:02:41,withdrawal,56.05
16734,6654,2025-04-07 20:06:50,entry_fee,20.0
16735,6654,2025-05-06 07:59:50,deposit,38.72
16736,6655,2025-04-12 09:06:45,reward,17.28
16737,6655,2025-01-25 00:48:45,entry_fee,1.0
16738,6655,2025-04-15 06:19:45,deposit,44.49
16739,6657,2025-04-08 19:34:11,deposit,66.07
16740,6657,2025-02-03 13:43:11,entry_fee,10.0
16741,6657,2025-05-12 08:01:11,reward,33.58
16742,6658,2025-03-05 01:58:26,withdrawal,76.44
16743,6658,2025-01-25 10:10:26,deposit,36.69
16744,6659,2025-02-14 02:18:20,entry_fee,5.0
16745,6659,2024-11-27 01:29:20,entry_fee,5.0
16746,6660,2024-11-24 15:28:00,entry_fee,20.0
16747,6661,2025-04-13 00:25:03,withdrawal,98.37
16748,6662,2025-01-09 13:08:44,entry_fee,20.0
16749,6662,2025-03-13 08:46:44,entry_fee,1.0
16750,6663,2024-12-20 05:42:57,entry_fee,10.0
16751,6663,2025-03-30 06:23:57,deposit,36.71
16752,6663,2024-11-29 13:07:57,deposit,5.8
16753,6663,2024-11-21 00:16:57,entry_fee,1.0
16754,6663,2025-01-11 02:40:57,deposit,8.27
16755,6664,2024-12-19 05:26:51,deposit,69.14
16756,6664,2024-12-07 18:48:51,entry_fee,20.0
16757,6664,2025-04-10 18:34:51,entry_fee,10.0
16758,6664,2025-04-24 01:51:51,deposit,54.35
16759,6665,2025-03-13 05:54:45,deposit,59.38
16760,6665,2025-02-25 06:33:45,withdrawal,20.68
16761,6665,2025-03-08 15:35:45,entry_fee,5.0
16762,6667,2025-04-20 04:00:39,deposit,36.11
16763,6667,2025-01-03 12:50:39,reward,19.2
16764,6668,2025-02-12 18:46:56,entry_fee,5.0
16765,6668,2025-02-09 06:12:56,deposit,50.6
16766,6668,2025-04-01 12:42:56,withdrawal,75.03
16767,6668,2025-04-18 19:08:56,deposit,58.39
16768,6668,2025-05-29 12:02:56,reward,49.44
16769,6669,2025-02-25 22:06:15,entry_fee,1.0
16770,6669,2025-04-13 01:27:15,deposit,39.76
16771,6669,2025-02-06 18:39:15,entry_fee,10.0
16772,6669,2025-06-10 10:18:15,entry_fee,10.0
16773,6669,2025-03-03 07:56:15,deposit,41.4
16774,6670,2025-02-20 22:47:00,entry_fee,20.0
16775,6670,2025-01-25 21:11:00,deposit,54.71
16776,6670,2025-03-16 10:08:00,deposit,15.62
16777,6670,2025-01-11 10:19:00,entry_fee,20.0
16778,6670,2025-02-20 00:18:00,deposit,48.72
16779,6671,2025-04-15 05:44:34,entry_fee,5.0
16780,6672,2025-03-06 01:50:46,deposit,83.9
16781,6672,2025-05-04 21:54:46,withdrawal,93.25
16782,6672,2025-04-26 15:16:46,deposit,43.45
16783,6672,2025-04-24 02:32:46,entry_fee,20.0
16784,6672,2025-03-03 09:34:46,entry_fee,10.0
16785,6673,2024-11-18 09:11:16,deposit,56.69
16786,6673,2024-11-22 01:08:16,entry_fee,2.0
16787,6673,2024-12-18 04:22:16,deposit,6.8
16788,6673,2024-12-27 23:29:16,withdrawal,43.71
16789,6674,2025-03-06 03:26:48,reward,29.65
16790,6674,2025-03-21 20:56:48,deposit,83.74
16791,6674,2025-01-11 09:44:48,deposit,34.47
16792,6674,2025-03-27 12:14:48,deposit,88.46
16793,6675,2025-03-03 18:17:33,deposit,5.74
16794,6675,2025-02-11 21:46:33,entry_fee,5.0
16795,6675,2025-05-26 09:25:33,entry_fee,5.0
16796,6675,2025-04-05 04:07:33,deposit,34.39
16797,6675,2025-04-07 09:01:33,deposit,36.9
16798,6678,2024-12-10 23:57:06,entry_fee,1.0
16799,6679,2025-03-08 09:51:51,deposit,38.77
16800,6680,2025-01-08 21:59:59,entry_fee,2.0
16801,6680,2024-12-15 04:21:59,entry_fee,5.0
16802,6680,2025-01-18 07:37:59,withdrawal,11.34
16803,6681,2025-04-18 13:18:35,deposit,40.03
16804,6681,2025-02-06 19:29:35,deposit,80.71
16805,6682,2025-01-20 11:18:29,deposit,91.34
16806,6682,2025-05-15 15:56:29,entry_fee,2.0
16807,6682,2025-05-05 19:12:29,entry_fee,10.0
16808,6682,2025-04-09 06:51:29,reward,31.43
16809,6682,2025-01-14 09:01:29,deposit,20.16
16810,6683,2024-12-16 13:20:00,deposit,93.99
16811,6683,2025-03-03 23:54:00,deposit,75.42
16812,6684,2025-01-18 23:53:08,reward,21.85
16813,6684,2025-03-24 18:33:08,entry_fee,2.0
16814,6684,2025-02-02 21:01:08,entry_fee,1.0
16815,6684,2025-03-11 18:48:08,deposit,5.62
16816,6684,2025-02-26 14:38:08,deposit,5.77
16817,6685,2025-01-26 23:51:25,entry_fee,1.0
16818,6685,2025-03-11 23:34:25,entry_fee,20.0
16819,6685,2025-03-24 21:58:25,deposit,12.17
16820,6685,2025-03-19 03:39:25,entry_fee,10.0
16821,6685,2025-03-22 15:48:25,entry_fee,1.0
16822,6687,2024-12-21 17:32:26,entry_fee,10.0
16823,6688,2025-05-09 08:23:26,deposit,96.18
16824,6688,2024-12-30 09:37:26,entry_fee,1.0
16825,6688,2025-04-06 10:13:26,deposit,63.51
16826,6688,2025-04-20 13:47:26,entry_fee,1.0
16827,6690,2025-04-07 20:06:16,withdrawal,95.06
16828,6690,2025-05-03 22:28:16,deposit,25.26
16829,6690,2025-01-19 12:12:16,entry_fee,20.0
16830,6690,2025-05-08 15:41:16,reward,9.27
16831,6690,2025-02-16 08:04:16,reward,7.49
16832,6691,2025-04-18 14:32:14,deposit,54.64
16833,6691,2025-01-03 02:11:14,reward,7.62
16834,6691,2025-01-28 08:22:14,reward,38.72
16835,6691,2025-01-04 21:05:14,withdrawal,39.77
16836,6692,2025-03-17 14:44:43,deposit,52.26
16837,6692,2025-01-28 14:13:43,entry_fee,5.0
16838,6692,2025-01-25 21:20:43,withdrawal,57.86
16839,6692,2025-03-09 08:29:43,withdrawal,69.27
16840,6692,2025-03-05 19:42:43,deposit,27.9
16841,6693,2025-04-27 02:56:17,deposit,39.96
